Acc,F1,Precision,Recall,AUC,Loss
0.6728395061728395,0.7253886010362693,0.8235294117647058,0.6481481481481481,0.7451036427373876,0.6464276388287544
0.8065843621399177,0.8483870967741935,0.8885135135135135,0.8117283950617284,0.8671505868007925,0.48348627611994743
0.808641975308642,0.8502415458937197,0.8888888888888888,0.8148148148148148,0.8770957171162932,0.4646577909588814
0.8045267489711934,0.8494453248811411,0.8729641693811075,0.8271604938271605,0.8753238835543362,0.46216187439858913
0.8251028806584362,0.8673946957878315,0.8769716088328076,0.8580246913580247,0.9003962810547173,0.43341008946299553
0.8497942386831275,0.8868217054263565,0.8909657320872274,0.8827160493827161,0.9195054107605547,0.3851488381624222
0.8497942386831275,0.8857589984350548,0.8984126984126984,0.8734567901234568,0.9090649291266576,0.37892958894371986
0.845679012345679,0.885145482388974,0.878419452887538,0.8919753086419753,0.9201912818167962,0.36778648756444454
0.8518518518518519,0.8860759493670887,0.9090909090909091,0.8641975308641975,0.9329942081999695,0.3222357193008065
0.8868312757201646,0.9147286821705426,0.9190031152647975,0.9104938271604939,0.9472069806431946,0.30193959549069405
0.8724279835390947,0.904320987654321,0.904320987654321,0.904320987654321,0.9448064319463497,0.3283575838431716
0.8539094650205762,0.8892355694227769,0.8990536277602523,0.8796296296296297,0.9327465325407712,0.3256345624104142
0.8847736625514403,0.9154078549848943,0.8964497041420119,0.9351851851851852,0.9481024234110653,0.2954124379903078
0.8991769547325102,0.9244992295839755,0.9230769230769231,0.9259259259259259,0.9560852004267641,0.261169221252203
0.9074074074074074,0.9304482225656878,0.9318885448916409,0.9290123456790124,0.9607338820301783,0.25642753206193447
0.9012345679012346,0.9268292682926829,0.9156626506024096,0.9382716049382716,0.9589429964944368,0.2571005425415933
0.8991769547325102,0.9244992295839755,0.9230769230769231,0.9259259259259259,0.958123761621704,0.2714529298245907
0.8950617283950617,0.9228441754916793,0.9050445103857567,0.941358024691358,0.958009449778997,0.2738826433196664
0.8868312757201646,0.9175412293853074,0.892128279883382,0.9444444444444444,0.9559708885840573,0.2728916984051466
0.897119341563786,0.9223602484472049,0.928125,0.9166666666666666,0.9650015241579027,0.24356699083000422
