Acc,F1,Precision,Recall,AUC,Loss
0.6989690721649484,0.764516129032258,0.7847682119205298,0.7452830188679245,0.7752231386284035,0.5390927512198687
0.7443298969072165,0.8192419825072886,0.7635869565217391,0.8836477987421384,0.8138251798290213,0.5027375593781471
0.7505154639175258,0.8223201174743024,0.7713498622589532,0.8805031446540881,0.8126200429330019,0.49240889865905046
0.7525773195876289,0.8214285714285715,0.7796610169491526,0.8679245283018868,0.8075547019169208,0.5099445190280676
0.7484536082474227,0.8128834355828221,0.7934131736526946,0.8333333333333334,0.8058788084208941,0.535472122952342
0.7484536082474227,0.8205882352941176,0.7707182320441989,0.8773584905660378,0.8045983504688735,0.505299273878336
0.7546391752577319,0.8237037037037038,0.7787114845938375,0.8742138364779874,0.8092870862049485,0.49745948798954487
0.7443298969072165,0.8165680473372782,0.770949720670391,0.8679245283018868,0.812073965276993,0.527861962094903
0.7463917525773196,0.8110599078341014,0.7927927927927928,0.8301886792452831,0.8131096297970097,0.49714243970811367
0.734020618556701,0.8083209509658247,0.7661971830985915,0.8553459119496856,0.8098896546529584,0.5038632359355688
0.7505154639175258,0.8223201174743024,0.7713498622589532,0.8805031446540881,0.816310774677061,0.48972662538290024
0.7505154639175258,0.8174962292609351,0.7855072463768116,0.8522012578616353,0.8093059164689489,0.5122873969376087
0.7525773195876289,0.8208955223880597,0.78125,0.8647798742138365,0.810190938876963,0.5253870096057653
0.7257731958762886,0.8097281831187411,0.7427821522309711,0.889937106918239,0.8088916506609423,0.4961851052939892
0.7525773195876289,0.8159509202453987,0.7964071856287425,0.8364779874213837,0.8100402967649607,0.5174393728375435
0.7319587628865979,0.8126801152737753,0.75,0.8867924528301887,0.8079689677249275,0.5391255915164948
0.7546391752577319,0.8221225710014948,0.7834757834757835,0.8647798742138365,0.8101156178209619,0.5095390044152737
0.7628865979381443,0.8222565687789799,0.8085106382978723,0.8364779874213837,0.8119233231649907,0.5032724291086197
0.7443298969072165,0.8181818181818182,0.7664835164835165,0.8773584905660378,0.8169510036530712,0.5083892159163952
0.7422680412371134,0.8137108792846497,0.773371104815864,0.8584905660377359,0.8071404361089143,0.5013489816337824
