Acc,F1,Precision,Recall,AUC,Loss
0.668724279835391,0.7275803722504232,0.7789855072463768,0.6825396825396826,0.7483709273182958,0.594852002337575
0.7674897119341564,0.8138385502471169,0.8458904109589042,0.7841269841269841,0.8395061728395061,0.5063795913010836
0.7901234567901234,0.8327868852459016,0.8610169491525423,0.8063492063492064,0.8596119929453264,0.47359528206288815
0.8004115226337448,0.8427876823338736,0.8609271523178808,0.8253968253968254,0.8842662211083264,0.42985936999320984
0.823045267489712,0.8621794871794872,0.8705501618122977,0.8539682539682539,0.8970574584609672,0.4155495837330818
0.8292181069958847,0.8684627575277338,0.8670886075949367,0.8698412698412699,0.9129676041956744,0.3880913984030485
0.8415637860082305,0.8768,0.8838709677419355,0.8698412698412699,0.9099600853986819,0.3687900807708502
0.8497942386831275,0.882825040128411,0.8928571428571429,0.873015873015873,0.9133203378817414,0.3913964740931988
0.8559670781893004,0.8899371069182389,0.881619937694704,0.8984126984126984,0.920319316810545,0.3618599623441696
0.8518518518518519,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.9269655620532814,0.3504182966426015
0.8847736625514403,0.9113924050632912,0.9085173501577287,0.9142857142857143,0.9462730901327392,0.2961899982765317
0.8580246913580247,0.8913385826771654,0.884375,0.8984126984126984,0.9314768402487701,0.37502478435635567
0.8888888888888888,0.9166666666666667,0.8918918918918919,0.9428571428571428,0.9518240044555834,0.3004086297005415
0.8539094650205762,0.8878357030015798,0.8836477987421384,0.8920634920634921,0.9396454098208483,0.3082112418487668
0.911522633744856,0.9318541996830428,0.930379746835443,0.9333333333333333,0.9565023670286829,0.2985865315422416
0.9012345679012346,0.9238095238095239,0.9238095238095239,0.9238095238095239,0.9601596584052724,0.293480415828526
0.9074074074074074,0.9297971918876755,0.9141104294478528,0.946031746031746,0.9599740090968162,0.27859578002244234
0.8703703703703703,0.9007874015748031,0.89375,0.9079365079365079,0.9502831151953958,0.2757477918639779
0.9135802469135802,0.9347826086956522,0.9148936170212766,0.9555555555555556,0.9699433769609207,0.25156737491488457
0.9320987654320988,0.9481946624803768,0.937888198757764,0.9587301587301588,0.971447136359417,0.21486447053030133
