Acc,F1,Precision,Recall,AUC,Loss
0.7237113402061855,0.7912772585669782,0.774390243902439,0.8089171974522293,0.7671806905799531,0.5298929470591247
0.7525773195876289,0.8159509202453987,0.7869822485207101,0.8471337579617835,0.8164226915484039,0.5033320626243949
0.7670103092783506,0.8330871491875923,0.7768595041322314,0.8980891719745223,0.8157522255745522,0.5226214714348316
0.7546391752577319,0.8237037037037037,0.7700831024930748,0.8853503184713376,0.8158825939583567,0.5231047123670578
0.7690721649484537,0.8276923076923078,0.8005952380952381,0.856687898089172,0.8165716839870376,0.500854380428791
0.7731958762886598,0.8363095238095237,0.7849162011173184,0.8949044585987261,0.8141505568592395,0.49757811427116394
0.7649484536082474,0.8313609467455622,0.7762430939226519,0.8949044585987261,0.8203523671173687,0.5351776201277971
0.756701030927835,0.8206686930091184,0.7848837209302325,0.8598726114649682,0.7994934257086452,0.5239945501089096
0.7546391752577319,0.8277858176555716,0.7586206896551724,0.910828025477707,0.8129213692405111,0.5431276187300682
0.7628865979381443,0.8296296296296296,0.775623268698061,0.89171974522293,0.8020449212202481,0.511539388448
0.7670103092783506,0.8300751879699247,0.7863247863247863,0.8789808917197452,0.8140946846947517,0.5286677945405245
0.7505154639175258,0.816944024205749,0.7780979827089337,0.8598726114649682,0.8150817596007003,0.5016817264258862
0.756701030927835,0.8238805970149253,0.7752808988764045,0.8789808917197452,0.8169069169739636,0.4877601806074381
0.7505154639175258,0.8180451127819549,0.7749287749287749,0.8662420382165605,0.8164599396580623,0.49565842747688293
0.7793814432989691,0.8386123680241326,0.7965616045845272,0.8853503184713376,0.812493015979439,0.506929649040103
0.7690721649484537,0.8333333333333333,0.7821229050279329,0.89171974522293,0.814467165791336,0.4972356576472521
0.7525773195876289,0.819277108433735,0.7771428571428571,0.8662420382165605,0.8126978805825604,0.5172949992120266
0.7546391752577319,0.8188736681887366,0.7842565597667639,0.856687898089172,0.8102581293999329,0.49893390387296677
0.7649484536082474,0.830860534124629,0.7777777777777778,0.89171974522293,0.8181174805378626,0.5024004206061363
0.7649484536082474,0.8256880733944956,0.7941176470588235,0.8598726114649682,0.8192907959921034,0.4988862834870815
