Acc,F1,Precision,Recall,AUC,Loss
0.7530864197530864,0.8089171974522293,0.8063492063492064,0.8115015974440895,0.7958226375371659,0.559797827154398
0.779835390946502,0.843338213762811,0.7783783783783784,0.9201277955271565,0.8335333985853848,0.4942819681018591
0.7839506172839507,0.8367029548989113,0.8151515151515152,0.8594249201277955,0.8372453784926774,0.48927523382008076
0.757201646090535,0.8228228228228228,0.7762039660056658,0.8753993610223643,0.8240226042955549,0.4854721147567034
0.7613168724279835,0.8231707317073171,0.7871720116618076,0.8626198083067093,0.8248351770115792,0.5072729792445898
0.7942386831275721,0.8516320474777448,0.7950138504155124,0.9169329073482428,0.8380764187704297,0.4773584343492985
0.7839506172839507,0.8430493273542601,0.7921348314606742,0.9009584664536742,0.8390182644185488,0.4623618582263589
0.7818930041152263,0.8393939393939395,0.7982708933717579,0.8849840255591054,0.8353247520729837,0.45996213890612125
0.7818930041152263,0.8398791540785497,0.7965616045845272,0.8881789137380192,0.8388520563629984,0.4621086735278368
0.7777777777777778,0.8358662613981762,0.7971014492753623,0.8785942492012779,0.838907459048182,0.4690538663417101
0.779835390946502,0.8376327769347496,0.7976878612716763,0.8817891373801917,0.8395907588321114,0.46186406910419464
0.7921810699588477,0.8458015267175573,0.8099415204678363,0.8849840255591054,0.8378917431531515,0.4638572195544839
0.7860082304526749,0.8429003021148036,0.7994269340974212,0.8913738019169329,0.8378917431531514,0.4829182140529156
0.7736625514403292,0.8307692307692308,0.8011869436201781,0.8626198083067093,0.8347153225359656,0.4690050259232521
0.7880658436213992,0.8455772113943029,0.7966101694915254,0.9009584664536742,0.8343829064248647,0.4890666026622057
0.7983539094650206,0.8537313432835822,0.8011204481792717,0.9137380191693291,0.8399601100666679,0.4647582322359085
0.7613168724279835,0.8209876543209876,0.7940298507462686,0.8498402555910544,0.8351770115791612,0.4697866551578045
0.7777777777777778,0.834355828220859,0.8023598820058997,0.8690095846645367,0.8394430183382888,0.4644810799509287
0.7901234567901234,0.8477611940298506,0.7955182072829131,0.9073482428115016,0.8364328057766532,0.486442144960165
0.7736625514403292,0.8328267477203648,0.7942028985507247,0.8753993610223643,0.8340689578754917,0.4636702397838235
