Acc,F1,Precision,Recall,Loss
0.551440329218107,0.5823754789272031,0.7524752475247525,0.475,0.6972495689988136
0.6563786008230452,0.6866791744840525,0.8591549295774648,0.571875,0.6155939549207687
0.7057613168724279,0.7460035523978686,0.8641975308641975,0.65625,0.5448109470307827
0.7325102880658436,0.7743055555555557,0.87109375,0.696875,0.5348435547202826
0.7860082304526749,0.8260869565217392,0.8884892086330936,0.771875,0.4988445434719324
0.8045267489711934,0.8434925864909391,0.89198606271777,0.8,0.4914444778114557
0.8004115226337448,0.8422764227642277,0.8779661016949153,0.809375,0.45035887137055397
0.7921810699588477,0.8363047001620745,0.8686868686868687,0.80625,0.45210459642112255
0.8045267489711934,0.8499210110584519,0.8594249201277955,0.840625,0.4345648614689708
0.7983539094650206,0.8459119496855346,0.8512658227848101,0.840625,0.4296072795987129
0.8148148148148148,0.8602484472049688,0.8549382716049383,0.865625,0.4333468172699213
0.8168724279835391,0.8607198748043817,0.8620689655172413,0.859375,0.4276567082852125
0.8189300411522634,0.8625,0.8625,0.8625,0.40620446018874645
0.8477366255144033,0.8840125391849529,0.8867924528301887,0.88125,0.39850931987166405
0.8477366255144033,0.8854489164086687,0.8773006134969326,0.89375,0.38328273966908455
0.8251028806584362,0.8678071539657853,0.8637770897832817,0.871875,0.38201351277530193
0.8415637860082305,0.8809891808346213,0.8715596330275229,0.890625,0.37435245886445045
0.8189300411522634,0.8662613981762918,0.8431952662721893,0.890625,0.3908221311867237
0.8209876543209876,0.8683812405446294,0.841642228739003,0.896875,0.4096682909876108
0.8353909465020576,0.8773006134969326,0.8614457831325302,0.89375,0.39373653661459684
