Acc,F1,Precision,Recall,AUC,Loss
0.6213991769547325,0.7363896848137536,0.6781002638522428,0.8056426332288401,0.4914590880934057,0.685484416782856
0.6358024691358025,0.7524475524475523,0.6792929292929293,0.8432601880877743,0.5369324047829107,0.6735852770507336
0.676954732510288,0.782246879334258,0.7014925373134329,0.8840125391849529,0.6248474837159538,0.6384167820215225
0.6954732510288066,0.7927170868347339,0.7164556962025317,0.8871473354231975,0.6278227244570421,0.6380018144845963
0.6934156378600823,0.7944827586206897,0.7093596059113301,0.9028213166144201,0.67899311095677,0.6256665699183941
0.7098765432098766,0.8065843621399178,0.7170731707317073,0.9216300940438872,0.6792652938636834,0.6234070919454098
0.7016460905349794,0.8027210884353742,0.7091346153846154,0.9247648902821317,0.6873650817487282,0.6155533045530319
0.7283950617283951,0.819672131147541,0.7263922518159807,0.9404388714733543,0.7238751337450491,0.5998605340719223
0.7139917695473251,0.8098495212038302,0.7184466019417476,0.9278996865203761,0.7335610909841759,0.5897552520036697
0.7448559670781894,0.8292011019283747,0.7395577395577395,0.9435736677115988,0.7409757287931973,0.5853228569030762
0.7510288065843621,0.8340192043895749,0.7414634146341463,0.9529780564263323,0.7767912450960148,0.5700923763215542
0.7386831275720165,0.8228730822873083,0.7412060301507538,0.9247648902821317,0.7584517485405365,0.5758525710552931
0.7489711934156379,0.8310249307479225,0.7444168734491315,0.9404388714733543,0.7778799767236686,0.5655241180211306
0.757201646090535,0.8356545961002785,0.7518796992481203,0.9404388714733543,0.7685506729487733,0.5599896125495434
0.7448559670781894,0.8282548476454293,0.7419354838709677,0.9373040752351097,0.792071030353087,0.5462040323764086
0.7510288065843621,0.8335625859697386,0.7426470588235294,0.9498432601880877,0.78945244307623,0.5468690656125546
0.7510288065843621,0.8321775312066575,0.746268656716418,0.9404388714733543,0.785257072062771,0.54252321831882
0.7613168724279835,0.8397790055248617,0.7506172839506173,0.9529780564263323,0.7671616015617667,0.5451745092868805
0.7592592592592593,0.8377253814147019,0.7512437810945274,0.9467084639498433,0.7997484654515421,0.5376629829406738
0.7551440329218106,0.8335664335664336,0.7525252525252525,0.9341692789968652,0.8111426050719878,0.539248201996088
