Acc,F1,Precision,Recall,Loss
0.5102880658436214,0.6006711409395973,0.6415770609318996,0.5646687697160884,0.7040453441441059
0.6790123456790124,0.7391304347826088,0.7864768683274022,0.6971608832807571,0.5976304784417152
0.7222222222222222,0.7768595041322315,0.8159722222222222,0.7413249211356467,0.5418435130268335
0.757201646090535,0.8078175895765471,0.835016835016835,0.7823343848580442,0.5351862236857414
0.7695473251028807,0.8227848101265822,0.8253968253968254,0.8201892744479495,0.5018141437321901
0.7510288065843621,0.8064000000000001,0.8181818181818182,0.7949526813880127,0.48916072212159634
0.8024691358024691,0.8485804416403787,0.8485804416403786,0.8485804416403786,0.48776148818433285
0.8065843621399177,0.8493589743589743,0.8631921824104235,0.8359621451104101,0.45063070580363274
0.8127572016460906,0.8584758942457232,0.8466257668711656,0.8706624605678234,0.44955501705408096
0.808641975308642,0.8562596599690881,0.8393939393939394,0.8738170347003155,0.45389176346361637
0.8209876543209876,0.8646967340590981,0.852760736196319,0.8769716088328076,0.432655630633235
0.8189300411522634,0.8633540372670808,0.8501529051987767,0.8769716088328076,0.41511972062289715
0.8292181069958847,0.8705148205928238,0.8611111111111112,0.8801261829652997,0.40075759775936604
0.8374485596707819,0.8782742681047766,0.858433734939759,0.8990536277602523,0.3949715346097946
0.8106995884773662,0.8588957055214723,0.835820895522388,0.8832807570977917,0.41642152704298496
0.823045267489712,0.8660436137071651,0.8553846153846154,0.8769716088328076,0.40709105134010315
0.8271604938271605,0.8707692307692309,0.8498498498498499,0.8927444794952681,0.39401836693286896
0.8271604938271605,0.8695652173913043,0.8562691131498471,0.8832807570977917,0.39241773448884487
0.8148148148148148,0.8598130841121496,0.8492307692307692,0.8706624605678234,0.3922132272273302
0.8436213991769548,0.8830769230769231,0.8618618618618619,0.9053627760252366,0.379810543730855
