Acc,F1,Precision,Recall,Loss
0.6103092783505155,0.6834170854271355,0.75,0.6276923076923077,0.6431621015071869
0.7278350515463917,0.7843137254901961,0.8362369337979094,0.7384615384615385,0.5745007339864969
0.7649484536082474,0.8155339805825241,0.8600682593856656,0.7753846153846153,0.5065454598516226
0.7690721649484537,0.8216560509554142,0.8514851485148515,0.7938461538461539,0.4916078485548496
0.777319587628866,0.8301886792452831,0.8488745980707395,0.8123076923076923,0.47987018525600433
0.7938144329896907,0.8422712933753942,0.8640776699029126,0.8215384615384616,0.4583750907331705
0.7876288659793814,0.8393135725429018,0.8512658227848101,0.8276923076923077,0.4370455574244261
0.7917525773195876,0.8443759630200308,0.845679012345679,0.8430769230769231,0.4578357320278883
0.8164948453608247,0.8628659476117104,0.8641975308641975,0.8615384615384616,0.42896816320717335
0.8,0.851908396946565,0.8454545454545455,0.8584615384615385,0.41584648098796606
0.8144329896907216,0.8656716417910447,0.8405797101449275,0.8923076923076924,0.42854389548301697
0.8206185567010309,0.869172932330827,0.85,0.8892307692307693,0.41912113688886166
0.8288659793814434,0.8755622188905546,0.8538011695906432,0.8984615384615384,0.42227744683623314
0.8144329896907216,0.8640483383685801,0.8486646884272997,0.88,0.40480279363691807
0.8185567010309278,0.8650306748466257,0.8623853211009175,0.8676923076923077,0.3915478512644768
0.8185567010309278,0.8682634730538923,0.8454810495626822,0.8923076923076924,0.4416939280927181
0.822680412371134,0.87125748502994,0.8483965014577259,0.8953846153846153,0.4023920726031065
0.8268041237113402,0.8746268656716418,0.8492753623188406,0.9015384615384615,0.38053743727505207
0.843298969072165,0.8862275449101797,0.8629737609329446,0.9107692307692308,0.3773107845336199
0.8371134020618557,0.8826151560178305,0.853448275862069,0.9138461538461539,0.3719565775245428
0.5938144329896907,0.6411657559198543,0.7394957983193278,0.5659163987138264,0.7016648352146149
0.6845360824742268,0.7192660550458716,0.8376068376068376,0.6302250803858521,0.6048098728060722
0.711340206185567,0.7454545454545454,0.8577405857740585,0.6591639871382636,0.5637443996965885
0.7319587628865979,0.7750865051903113,0.8389513108614233,0.7202572347266881,0.5572651159018278
0.7298969072164948,0.7768313458262351,0.8260869565217391,0.7331189710610932,0.5053639858961105
0.7505154639175258,0.8006589785831959,0.8209459459459459,0.7813504823151125,0.5016772318631411
0.7587628865979381,0.8040201005025126,0.8391608391608392,0.7717041800643086,0.4662746097892523
0.777319587628866,0.8229508196721311,0.8394648829431438,0.8070739549839229,0.45691585913300514
0.7917525773195876,0.8368336025848142,0.8409090909090909,0.8327974276527331,0.44173127226531506
0.7835051546391752,0.8303715670436188,0.8344155844155844,0.8263665594855305,0.4319965597242117
0.8,0.8462757527733755,0.834375,0.8585209003215434,0.4137644413858652
0.7958762886597938,0.8436018957345971,0.8291925465838509,0.8585209003215434,0.43654244393110275
0.7938144329896907,0.8417721518987342,0.8286604361370716,0.8553054662379421,0.4097481966018677
0.8020618556701031,0.8490566037735849,0.8307692307692308,0.8681672025723473,0.424507400020957
0.8144329896907216,0.8575949367088608,0.8442367601246106,0.8713826366559485,0.3826793599873781
0.8144329896907216,0.8589341692789968,0.8379204892966361,0.8810289389067524,0.38646562211215496
0.797938144329897,0.8439490445859873,0.8359621451104101,0.8520900321543409,0.4246285520493984
0.8371134020618557,0.8755905511811023,0.8580246913580247,0.8938906752411575,0.3469363464973867
0.822680412371134,0.865625,0.8419452887537994,0.8906752411575563,0.3573034396395087
0.8268041237113402,0.8670886075949367,0.8535825545171339,0.8810289389067524,0.3808829803019762
0.6247422680412371,0.6883561643835616,0.7613636363636364,0.628125,0.6498915255069733
0.7257731958762886,0.775716694772344,0.8424908424908425,0.71875,0.5768682900816202
0.7443298969072165,0.7898305084745763,0.8629629629629629,0.728125,0.5413649845868349
0.7505154639175258,0.7959527824620574,0.8644688644688645,0.7375,0.5112925786525011
0.7731958762886598,0.8242811501597445,0.8431372549019608,0.80625,0.49126279540359974
0.797938144329897,0.8444444444444443,0.8580645161290322,0.83125,0.4949699603021145
0.7731958762886598,0.8242811501597445,0.8431372549019608,0.80625,0.4609340690076351
0.7793814432989691,0.8309636650868879,0.8402555910543131,0.821875,0.495321536436677
0.797938144329897,0.8463949843260189,0.8490566037735849,0.84375,0.45045931078493595
0.8061855670103093,0.8544891640866874,0.8466257668711656,0.8625,0.42947995848953724
0.8247422680412371,0.8665620094191523,0.8706624605678234,0.8625,0.4357214253395796
0.8082474226804124,0.8549141965678626,0.8535825545171339,0.85625,0.442574679851532
0.8082474226804124,0.8549141965678626,0.8535825545171339,0.85625,0.4451837744563818
0.822680412371134,0.8680981595092025,0.8524096385542169,0.884375,0.39860547333955765
0.797938144329897,0.8492307692307692,0.8363636363636363,0.8625,0.4351867660880089
0.8350515463917526,0.8773006134969326,0.8614457831325302,0.89375,0.3813466504216194
0.8247422680412371,0.8710166919575114,0.8466076696165191,0.896875,0.3851328566670418
0.8206185567010309,0.8687782805429864,0.8396501457725948,0.9,0.4046250730752945
0.8247422680412371,0.8673946957878315,0.8660436137071651,0.86875,0.39506945945322514
0.8288659793814434,0.8759342301943199,0.839541547277937,0.915625,0.36573940236121416
