Acc,F1,Precision,Recall,AUC,Loss
0.4268041237113402,0.4417670682730924,0.5913978494623656,0.3525641025641026,0.4662813102119461,0.7362830676138401
0.4556701030927835,0.4761904761904762,0.625,0.38461538461538464,0.47900918926930486,0.7231402695178986
0.4556701030927835,0.48638132295719844,0.6188118811881188,0.40064102564102566,0.48616051578479325,0.7260520160198212
0.47835051546391755,0.5087378640776699,0.645320197044335,0.4198717948717949,0.5085778864680599,0.7210417129099369
0.4824742268041237,0.5163776493256261,0.6473429951690821,0.42948717948717946,0.5276604416777827,0.7063717134296894
0.5298969072164949,0.5793357933579336,0.6826086956521739,0.5032051282051282,0.5412405513561582,0.7119125723838806
0.5257731958762887,0.5818181818181818,0.6722689075630253,0.5128205128205128,0.5393508225878167,0.7023250982165337
0.5422680412371134,0.5948905109489051,0.690677966101695,0.5224358974358975,0.5794797687861272,0.6835421696305275
0.5587628865979382,0.6205673758865248,0.6944444444444444,0.5608974358974359,0.5777197272862012,0.6771831437945366
0.5587628865979382,0.6232394366197183,0.69140625,0.5673076923076923,0.5817770861123464,0.6799281127750874
0.5793814432989691,0.6482758620689655,0.7014925373134329,0.6025641025641025,0.5953757225433525,0.6644514910876751
0.6123711340206186,0.6758620689655171,0.7313432835820896,0.6282051282051282,0.6166259078108789,0.6634683534502983
0.6391752577319587,0.7018739352640545,0.7490909090909091,0.6602564102564102,0.6313917296576256,0.6650318764150143
0.6453608247422681,0.7133333333333333,0.7430555555555556,0.6858974358974359,0.6455832221728176,0.6649335473775864
0.6185567010309279,0.6911519198664441,0.7212543554006968,0.6634615384615384,0.6242681932710834,0.6599460132420063
0.6556701030927835,0.7248764415156508,0.7457627118644068,0.7051282051282052,0.6608122128353342,0.6462496556341648
0.6577319587628866,0.729641693811075,0.7417218543046358,0.717948717948718,0.6605343115458723,0.6564015783369541
0.6742268041237114,0.7451612903225807,0.75,0.7403846153846154,0.6719097376611827,0.6373789496719837
0.6927835051546392,0.7608346709470305,0.7620578778135049,0.7596153846153846,0.6931784496813398,0.6356959454715252
0.6865979381443299,0.757188498402556,0.7547770700636943,0.7596153846153846,0.6833407440343856,0.6310233809053898
