Acc,F1,Precision,Recall,Loss
0.6234567901234568,0.6604823747680891,0.7911111111111111,0.5668789808917197,0.6558414287865162
0.7057613168724279,0.7477954144620812,0.8379446640316206,0.6751592356687898,0.5794356614351273
0.742798353909465,0.7795414462081128,0.8735177865612648,0.7038216560509554,0.526383176445961
0.7716049382716049,0.809605488850772,0.8773234200743495,0.7515923566878981,0.4894183315336704
0.7757201646090535,0.8136752136752137,0.8782287822878229,0.7579617834394905,0.4798834975808859
0.7962962962962963,0.8336134453781513,0.8825622775800712,0.7898089171974523,0.4660935793071985
0.8106995884773662,0.8486842105263158,0.8775510204081632,0.821656050955414,0.43153685331344604
0.7921810699588477,0.8363047001620746,0.8514851485148515,0.821656050955414,0.43402616307139397
0.8189300411522634,0.8571428571428572,0.8741721854304636,0.8407643312101911,0.42335779778659344
0.8209876543209876,0.8599033816425121,0.8697068403908795,0.8503184713375797,0.44263084046542645
0.8024691358024691,0.8451612903225806,0.8562091503267973,0.8343949044585988,0.4012441746890545
0.8065843621399177,0.8512658227848101,0.8459119496855346,0.856687898089172,0.4111170182004571
0.8148148148148148,0.856687898089172,0.856687898089172,0.856687898089172,0.40086898021399975
0.8353909465020576,0.8742138364779874,0.8633540372670807,0.8853503184713376,0.3853943292051554
0.8374485596707819,0.8755905511811025,0.8660436137071651,0.8853503184713376,0.35584441386163235
0.8395061728395061,0.8765822784810127,0.8710691823899371,0.8821656050955414,0.41143909376114607
0.8333333333333334,0.8728414442700156,0.8606811145510835,0.8853503184713376,0.3657707367092371
0.8271604938271605,0.8703703703703705,0.844311377245509,0.8980891719745223,0.3935338594019413
0.831275720164609,0.8726708074534162,0.8515151515151516,0.8949044585987261,0.3596896221861243
0.8353909465020576,0.8734177215189873,0.8679245283018868,0.8789808917197452,0.3592185601592064
