Acc,F1,Precision,Recall,AUC,Loss
0.7154639175257732,0.7889908256880734,0.7543859649122807,0.8269230769230769,0.7693789832518156,0.5464956387877464
0.7835051546391752,0.8387096774193548,0.8053097345132744,0.875,0.8299985178597895,0.4948028679937124
0.7752577319587629,0.8330781010719754,0.7976539589442815,0.8717948717948718,0.8350748480806285,0.4759555971249938
0.7690721649484537,0.8282208588957056,0.7941176470588235,0.8653846153846154,0.8268860234178154,0.4975277092307806
0.756701030927835,0.8238805970149253,0.770949720670391,0.8846153846153846,0.8281643693493403,0.5167632978409529
0.756701030927835,0.8161993769470405,0.793939393939394,0.8397435897435898,0.834574625759597,0.4846304524689913
0.7628865979381443,0.8238897396630934,0.7888563049853372,0.8621794871794872,0.8211427301022676,0.5025082845240831
0.7711340206185567,0.8294930875576038,0.7964601769911505,0.8653846153846154,0.8365569882910924,0.4746536426246166
0.7793814432989691,0.837138508371385,0.7971014492753623,0.8814102564102564,0.8294241885282347,0.49574899673461914
0.756701030927835,0.8206686930091186,0.7803468208092486,0.8653846153846154,0.8297947235808507,0.5014360751956701
0.7917525773195876,0.8429237947122861,0.8187311178247734,0.8685897435897436,0.8279791018230325,0.47891304083168507
0.7835051546391752,0.8416289592760181,0.7948717948717948,0.8942307692307693,0.8325366829702091,0.4924303572624922
0.7731958762886598,0.8297213622291022,0.8023952095808383,0.8589743589743589,0.8303319994071439,0.4710218599066138
0.7628865979381443,0.822804314329738,0.7922848664688428,0.8557692307692307,0.8340002964280421,0.4956506583839655
0.777319587628866,0.8397626112759644,0.7817679558011049,0.907051282051282,0.8278494145546169,0.5009788852185011
0.7608247422680412,0.8204334365325077,0.7934131736526946,0.8493589743589743,0.8281828961019713,0.48966827243566513
0.7587628865979381,0.8208269525267994,0.7859237536656891,0.8589743589743589,0.8313139172965762,0.4743515970185399
0.7731958762886598,0.8323170731707318,0.7936046511627907,0.875,0.8213465243812066,0.4929281324148178
0.7628865979381443,0.8222565687789799,0.7940298507462686,0.8525641025641025,0.8240514302653031,0.5385681297630072
0.7731958762886598,0.8363095238095238,0.7805555555555556,0.9006410256410257,0.8233844671705943,0.4886527732014656
